date, pm25, pm10, o3, no2, so2, co
2020/3/15, 101, 96, 29, 53, 8, 24
2020/3/16, 121, 101, 33, 57, 10, 27
2020/3/17, 129, 75, 41, 39, 9, 13
2020/3/18, 96, 52, 18, 28, 9, 10
2020/3/19, 78, 29, 17, 10, 9, 8
2020/3/20, 65, 42, 14, 16, 10, 8
2020/3/21, 60, 39, 21, 12, 10, 8
2020/3/22, 68, 35, 20, 11, 10, 8
2020/3/23, 61, 62, 30, 13, 10, 8
2020/3/24, 75, 46, 38, 10, 11, 9
2020/3/25, 79, 47, 20, 10, 11, 8
2020/3/26, 54, 34, 12, 7, 12, 8
2020/3/27, 62, 37, 14, 9, 11, 8
2020/3/28, 59, 39, 17, 6, 11, 8
2020/3/29, 54, 45, 15, 6, 11, 8
2020/3/30, 57, 49, 9, 5, 10, 8
2020/3/31, 59, 36, 6, 4, 11, 8
2019/10/1, 37, , 4, 6, 2, 18
2019/10/2, 62, , 5, 6, 2, 19
2019/10/3, 67, 38, 5, 8, 2, 20
2019/10/4, 64, 51, 5, 10, 2, 24
2019/10/5, 81, 50, 5, 10, 2, 24
2019/10/6, 78, 52, 5, 9, 2, 21
2019/10/7, 92, 56, 5, 8, 2, 21
2019/10/8, 103, 38, 5, 10, 2, 20
2019/10/9, 66, 54, 5, 10, 2, 23
2019/10/10, 90, 45, 5, 11, 2, 22
2019/10/11, 77, 59, 5, 10, 2, 22
2019/10/12, 94, 52, 5, 10, 2, 25
2019/10/13, 86, 63, 6, 11, 2, 24
2019/10/14, 112, 65, 5, 14, 2, 24
2019/10/15, 114, 71, 5, 17, 2, 27
2019/10/16, 123, 68, 5, 13, 2, 26
2019/10/17, 130, 73, 5, 14, 2, 28
2019/10/18, 114, 41, 5, 12, 2, 31
2019/10/19, 73, 31, 5, 11, 2, 29
2019/10/20, 58, 36, 5, 9, 2, 28
2019/10/21, 59, 44, 5, 8, 2, 23
2019/10/22, 63, 35, 5, 9, 2, 27
2019/10/23, 61, 52, 5, 10, 2, 30
2019/10/24, 85, 49, 5, 10, 2, 30
2019/10/25, 69, 59, 5, 9, 3, 29
2019/10/26, 75, 54, 5, 9, 3, 32
2019/10/27, 88, 58, 5, 8, 2, 25
2019/10/28, 109, 65, 4, 8, 2, 24
2019/10/29, 114, 62, 5, 9, 2, 27
2019/10/30, 103, 68, 5, 11, 4, 31
2019/10/31, 113, 56, 8, 29, 5, 28
2019/11/1, 158, 52, 7, 32, 4, 27
2019/11/2, 67, 44, 8, 33, 3, 29
2019/11/3, 61, 50, 8, 26, 3, 29
2019/11/4, 79, 47, 9, 27, 3, 30
2019/11/5, 82, 61, 8, 26, 3, 32
2019/11/6, 107, 38, 8, 20, 3, 29
2019/11/7, 57, 26, 8, 19, 3, 27
2019/11/8, 44, 49, 8, 25, 3, 30
2019/11/9, 69, 61, 9, 24, 3, 33
2019/11/10, 98, 62, 11, 27, 3, 35
2019/11/11, 114, 66, 19, 30, 3, 37
2019/11/12, 121, 68, 10, 34, 3, 28
2019/11/13, 124, 67, 12, 30, 3, 19
2019/11/14, 117, 71, 11, 31, 4, 20
2019/11/15, 132, 70, 14, 27, 4, 19
2019/11/16, 154, 67, 15, 27, 3, 21
2019/11/17, 126, 67, 17, 26, 4, 20
2019/11/18, 131, 81, 23, 31, 4, 25
2019/11/19, 138, 81, 17, 26, 4, 26
2019/11/20, 135, 86, 13, 30, 4, 25
2019/11/21, 130, 98, 16, 35, 4, 26
2019/11/22, 132, 71, 16, 30, 4, 25
2019/11/23, 126, 71, 20, 27, 4, 24
2019/11/24, 123, 54, 18, 26, 4, 24
2019/11/25, 145, 80, 11, 30, 5, 30
2019/11/26, 139, 55, 6, 24, 4, 20
2019/11/27, 91, 84, 11, 27, 4, 25
2019/11/28, 113, 85, 7, 26, 12, 28
2019/11/29, 132, 80, 44, 25, 4, 23
2019/11/30, 106, 81, 14, 22, 3, 29
2019/12/1, 134, 87, 8, 20, 4, 25
2019/12/2, 138, 51, 8, 21, 4, 26
2019/12/3, 92, 52, 9, 20, 5, 24
2019/12/4, 104, 72, 11, 20, 4, 26
2019/12/5, 112, 60, 9, 22, 5, 31
2019/12/6, 122, 66, 17, 21, 6, 28
2019/12/7, 118, 65, 22, 23, 8, 29
2019/12/8, 116, 81, 19, 19, 14, 31
2019/12/9, 115, 37, 18, 18, 18, 32
2019/12/10, 111, 67, 16, 14, 22, 31
2019/12/11, 126, 66, 22, 16, 22, 32
2019/12/12, 120, 224, 16, 17, 22, 30
2019/12/13, 95, 51, 16, 13, 23, 31
2019/12/14, 108, 53, 17, 15, 23, 34
2019/12/15, 116, 75, 16, 15, 24, 40
2019/12/16, 135, 67, 13, 16, 17, 26
2019/12/17, 130, 68, 10, 16, 9, 14
2019/12/18, 113, 70, 12, 16, 8, 16
2019/12/19, 121, 77, 14, 18, 8, 20
2019/12/20, 134, 79, 10, 20, 8, 21
2019/12/21, 133, 77, 10, 18, 8, 23
2019/12/22, 132, 78, 14, 16, 10, 19
2019/12/23, 142, 82, 13, 17, 9, 19
2019/12/24, 156, 85, 9, 16, 10, 19
2019/12/25, 157, 48, 10, 12, 10, 16
2019/12/26, 124, 71, 12, 14, 10, 13
2019/12/27, 144, 74, 11, 14, 6, 19
2019/12/28, 116, 78, 12, 13, 6, 22
2019/12/29, 117, , , , , 
2019/7/1, 38, 29, 6, 12, 12, 23
2019/7/2, 45, 39, 6, 8, 12, 21
2019/7/3, 44, 61, 6, 7, 12, 22
2019/7/4, 53, 65, 6, 8, 12, 20
2019/7/5, 45, 44, 6, 8, 12, 18
2019/7/6, 42, 59, 6, 7, 12, 18
2019/7/7, 46, 54, 5, 8, 12, 18
2019/7/8, 46, 46, 6, 8, 12, 18
2019/7/9, 44, 33, 6, 7, 20, 18
2019/7/10, 44, 46, 6, 6, , 19
2019/7/11, 58, 51, 6, 6, , 19
2019/7/12, 64, 46, 6, 6, , 19
2019/7/13, 48, 46, 5, 6, , 19
2019/7/14, 38, 46, 5, 6, , 19
2019/7/15, 44, 49, 6, 6, , 19
2019/7/16, 44, 49, 5, 5, , 19
2019/7/17, 56, 49, 5, 6, 8, 19
2019/7/18, 51, 54, 5, 5, 9, 20
2019/7/19, 53, 55, 5, 5, 9, 22
2019/7/20, 57, 46, 5, 6, 8, 23
2019/7/21, 57, 51, 6, 7, 7, 22
2019/7/22, 63, 30, 4, 5, 7, 22
2019/7/23, 37, , , , , 
2019/7/26, 43, 42, 6, 7, 5, 19
2019/7/27, 287, 41, 6, 7, 5, 19
2019/7/30, 52, 37, 6, 6, 4, 20
2019/7/31, 36, 38, 5, 6, 4, 20
2019/8/1, 36, 33, 5, 6, 4, 20
2019/8/2, 46, 25, 4, 6, 6, 19
2019/8/3, 100, 37, 5, 5, 6, 19
2019/8/4, 90, 36, 5, 6, 5, 19
2019/8/5, 68, 33, 4, 6, 4, 19
2019/8/6, 42, 40, 4, 6, 4, 19
2019/8/7, 42, 53, 4, 6, 4, 20
2019/8/8, 67, 48, 4, 7, 4, 20
2019/8/9, 57, 47, 4, 6, 4, 20
2019/8/10, 56, 46, 4, 6, 4, 20
2019/8/11, 47, 35, 4, 6, 4, 20
2019/8/12, 50, 39, 4, 6, 4, 20
2019/8/13, 53, 42, 4, 6, 4, 20
2019/8/14, 49, 38, 4, 5, 4, 20
2019/8/15, 41, 36, 4, 5, 5, 20
2019/8/16, 52, 44, 4, 2, 3, 20
2019/8/17, 51, 36, 4, 3, , 20
2019/8/18, 44, 35, 13, 3, 2, 19
2019/8/19, 48, 41, 3, 3, 5, 15
2019/8/20, 62, 42, 10, 3, 5, 17
2019/8/21, 100, 42, 2, 3, 5, 18
2019/8/22, 69, 36, 3, 4, 6, 20
2019/8/23, 77, 36, 3, 3, 6, 21
2019/8/24, 106, , 2, 4, , 23
2019/8/25, 41, 58, 2, 4, 6, 22
2019/8/26, 55, , , , , 
2019/8/28, 44, 48, 2, 5, 7, 23
2019/8/29, 45, 47, 2, 5, 7, 23
2019/8/30, 42, 41, 2, 4, 7, 22
2019/8/31, 42, 32, 2, 4, 7, 22
2019/9/1, 33, 41, 2, 4, 7, 23
2019/9/2, 35, 32, 2, 4, 7, 23
2019/9/3, 27, 29, 2, 5, 7, 23
2019/9/4, 30, 37, 2, 4, 7, 22
2019/9/5, 34, 39, 2, 4, 7, 21
2019/9/6, 34, 49, 2, 5, 7, 22
2019/9/7, 56, 53, 2, 6, 8, 23
2019/9/8, 32, 59, 2, 5, 6, 16
2019/9/9, 43, 54, 2, 5, 3, 6
2019/9/10, 48, 57, 2, 5, 5, 10
2019/9/11, 47, 45, 2, 4, 6, 10
2019/9/12, 42, 56, 2, 6, 6, 12
2019/9/13, 51, 54, 9, 4, 6, 10
2019/9/14, 56, , 4, 8, 6, 14
2019/9/15, 39, 92, 4, 5, 7, 13
2019/9/16, 38, 51, 4, 7, 7, 15
2019/9/17, 48, 50, 5, 9, 7, 16
2019/9/18, 63, 52, 5, 14, 7, 18
2019/9/19, 70, 50, 5, 12, 6, 18
2019/9/20, 60, 51, 5, 9, 3, 17
2019/9/21, 74, 66, 5, 8, 3, 16
2019/9/22, 60, , 5, 7, 3, 16
2019/9/23, 74, , 5, 6, 3, 15
2019/9/24, 51, , 5, 9, 3, 17
2019/9/25, 46, , 5, 11, 3, 20
2019/9/26, 58, , 5, 9, 2, 16
2019/9/27, 41, , , 7, , 
2019/9/28, 38, , , 7, , 
2019/9/29, 44, , , 7, , 
2019/9/30, 45, , , 4, , 
2019/4/1, 67, 67, 25, 8, 11, 15
2019/4/2, 72, 69, 31, 13, 11, 16
2019/4/3, 82, 54, 16, 8, 11, 15
2019/4/4, 59, 50, 19, 8, 11, 15
2019/4/5, 64, 55, 6, 9, 11, 16
2019/4/6, 62, 58, 7, 10, 11, 16
2019/4/7, 64, 49, 14, 10, 11, 16
2019/4/8, 57, 50, 15, 8, 11, 15
2019/4/9, 59, 45, 12, 8, 11, 16
2019/4/10, 54, 53, 14, 7, 11, 15
2019/4/11, 60, 60, 19, 9, 12, 16
2019/4/12, 75, 80, 17, 15, 12, 18
2019/4/13, 96, 64, 8, 14, 12, 17
2019/4/14, 73, 63, 31, 13, 11, 17
2019/4/15, 69, 76, 21, 11, 10, 16
2019/4/16, 83, 43, 9, 9, 9, 15
2019/4/17, 49, 66, 27, 15, 10, 16
2019/4/18, 69, 69, 12, 12, 10, 16
2019/4/19, 70, 59, 15, 15, 10, 17
2019/4/20, 72, 56, 7, 10, 10, 17
2019/4/21, 69, 60, 19, 12, 11, 16
2019/4/22, 69, 57, 28, 10, 12, 16
2019/4/23, 62, 55, 26, 6, 12, 16
2019/4/24, 59, 47, 27, 7, 11, 15
2019/4/25, 59, 59, 20, 8, 10, 16
2019/4/26, 60, 72, 13, 10, 12, 17
2019/4/27, 82, 72, 8, 12, 11, 17
2019/4/28, 75, 66, 7, 10, 12, 16
2019/4/29, 73, 65, 11, 8, 12, 16
2019/4/30, 71, 67, 5, 5, 11, 16
2019/5/1, 65, 80, 17, 6, 11, 15
2019/5/2, 70, 65, 5, 6, 9, 16
2019/5/3, 62, 60, 9, 7, 9, 16
2019/5/4, 56, 58, 7, 4, 10, 16
2019/5/5, 55, 52, 8, 5, 10, 16
2019/5/6, 57, 44, 11, 6, 11, 16
2019/5/7, 48, 41, 12, 4, 12, 15
2019/5/8, 49, 41, 5, 5, 12, 15
2019/5/9, 42, 42, 13, 5, 12, 15
2019/5/10, 48, 39, 7, 8, 12, 16
2019/5/11, 48, 52, 6, 8, 12, 16
2019/5/12, 55, 58, 6, 6, 12, 16
2019/5/13, 64, 53, 12, 7, 11, 15
2019/5/14, 56, 54, 15, 7, 11, 13
2019/5/15, 56, 50, 13, 6, 10, 12
2019/5/16, 57, 53, 6, 8, 9, 13
2019/5/17, 55, 59, 6, 9, 12, 14
2019/5/18, 58, 50, 7, 9, 12, 13
2019/5/19, 48, 48, 15, 7, 8, 14
2019/5/20, 46, 56, 6, 6, 5, 16
2019/5/21, 53, 39, 6, 5, 5, 15
2019/5/22, 43, 46, 9, 6, 6, 16
2019/5/23, 64, 62, 7, 5, 5, 15
2019/5/24, 58, 51, 16, 4, 6, 12
2019/5/25, 53, 59, 10, 4, 8, 12
2019/5/26, 59, 66, 10, 4, 7, 13
2019/5/27, 63, 58, 8, 4, 5, 15
2019/5/28, 59, 50, 16, 4, 5, 15
2019/5/29, 55, 42, 8, 4, 5, 12
2019/5/30, 50, 41, 21, 5, 7, 13
2019/5/31, 51, 40, 10, 6, 8, 14
2019/6/1, 49, 38, 10, 6, 8, 14
2019/6/2, 48, 41, 10, 6, 8, 14
2019/6/3, 58, 39, 10, 5, 9, 14
2019/6/4, 47, 41, 10, 5, 9, 14
2019/6/5, 48, 38, 10, 5, 9, 14
2019/6/6, 40, 40, 12, 5, 10, 14
2019/6/7, 44, 43, 13, 7, 10, 13
2019/6/8, 46, 51, 13, 7, 10, 14
2019/6/9, 57, 45, 13, 7, 10, 16
2019/6/10, 58, 50, 14, 8, 11, 16
2019/6/11, 59, 50, 13, 7, 11, 19
2019/6/12, 53, 59, 13, 5, 10, 18
2019/6/13, 58, 60, 6, 4, 10, 20
2019/6/14, 59, 55, 6, 9, 10, 19
2019/6/15, 53, 58, 5, 8, 10, 17
2019/6/16, 45, 51, 5, 7, 10, 17
2019/6/17, 53, 46, 5, 7, 10, 17
2019/6/18, 48, 49, 6, 7, 10, 18
2019/6/19, 55, 56, 6, 7, 10, 17
2019/6/20, 47, 51, 5, 6, 11, 17
2019/6/21, 49, 51, 5, 7, 11, 17
2019/6/22, 49, 52, 5, 6, 11, 17
2019/6/23, 44, 54, 5, 7, 12, 18
2019/6/24, 54, 49, 5, 7, 12, 19
2019/6/25, 55, 47, 5, 7, 12, 18
2019/6/26, 45, 36, 5, 7, 9, 19
2019/6/27, 45, 33, 5, 7, , 17
2019/6/28, 40, 43, 5, 9, , 18
2019/6/29, 39, 54, 5, 9, , 19
2019/6/30, 55, 31, 5, 9, 4, 20
2019/1/1, 160, 140, 34, 28, 13, 28
2019/1/2, 162, 189, 31, 26, 12, 32
2019/1/3, 176, 155, 32, 26, 11, 31
2019/1/4, 165, 131, 31, 29, 12, 24
2019/1/5, 159, 139, 27, 26, 10, 24
2019/1/6, 160, 105, 24, 30, 10, 19
2019/1/7, 136, 111, 43, 25, 15, 24
2019/1/8, 138, 123, 52, 21, 10, 22
2019/1/9, 157, 150, 32, 22, 9, 26
2019/1/10, 160, 145, 31, 21, 16, 29
2019/1/11, 164, 142, 35, 21, 17, 24
2019/1/12, 153, 151, 34, 15, 15, 27
2019/1/13, 153, 118, 33, 19, 12, 20
2019/1/14, 153, 117, 30, 23, 14, 22
2019/1/15, 154, 120, 32, 21, 13, 22
2019/1/16, 154, 145, 14, 21, 13, 29
2019/1/17, 165, 140, 15, 23, 12, 26
2019/1/18, 162, 150, 14, 22, 17, 29
2019/1/19, 164, 179, 15, 11, 17, 29
2019/1/20, 169, 89, 10, 7, 13, 18
2019/1/21, 128, 77, 16, 15, 11, 17
2019/1/22, 99, 80, 12, 18, 10, 14
2019/1/23, 80, 98, 20, 31, 8, 15
2019/1/24, 128, 90, 40, 35, 5, 16
2019/1/25, 127, 84, 34, 32, 6, 16
2019/1/26, 108, 81, 15, 30, 5, 15
2019/1/27, 104, 83, 27, 5, 6, 20
2019/1/28, 118, 85, 31, 17, 6, 18
2019/1/29, 120, 109, 31, , 8, 25
2019/1/30, 131, 109, 27, , 11, 26
2019/1/31, 127, 99, 47, , 8, 20
2019/2/1, 129, 115, 41, , 8, 20
2019/2/2, 135, 151, 50, , 10, 28
2019/2/3, 158, 131, 30, 7, 10, 28
2019/2/4, 145, 127, 41, 13, 9, 24
2019/2/5, 153, 96, 32, 10, 7, 16
2019/2/6, 119, 70, 23, 10, 5, 14
2019/2/7, 64, 124, 23, 16, 6, 14
2019/2/8, 123, 117, 24, 15, 10, 17
2019/2/9, 159, 137, 39, 13, 12, 25
2019/2/10, 166, 157, 44, 15, 12, 28
2019/2/11, 174, 134, 35, 20, 12, 29
2019/2/12, 171, 101, 35, 15, 10, 23
2019/2/13, 162, 72, 38, 14, 8, 16
2019/2/14, 129, 83, 40, 13, 7, 16
2019/2/15, 128, 88, 39, 16, 8, 19
2019/2/16, 139, 107, 73, 15, 9, 20
2019/2/17, 147, 91, 44, 14, 9, 19
2019/2/18, 138, 83, 47, 15, 8, 19
2019/2/19, 133, 114, 53, 12, 11, 26
2019/2/20, 141, 64, 31, 9, 8, 14
2019/2/21, 101, 73, 31, 9, 8, 16
2019/2/22, 106, 121, 51, 14, 10, 22
2019/2/23, 140, 86, 39, 9, 8, 16
2019/2/24, 93, 81, 38, 11, 7, 17
2019/2/25, 102, 80, 20, 10, 3, 14
2019/2/26, 84, 77, 17, 8, 3, 15
